emp_no,first_name,last_name,birth_date,from_date,to_date,title
44962,Sariel,Wynblatt,1/16/65,5/18/96,1/1/99,Assistant Engineer
98639,Florina,Assaf,1/29/65,5/18/96,1/1/99,Staff
286986,Woody,Trelles,1/1/65,5/23/96,1/1/99,Senior Engineer
424984,Vasilis,Waleschkowski,1/11/65,5/26/96,1/1/99,Engineer
420732,Willard,Morrin,1/6/65,5/27/96,1/1/99,Senior Staff
400796,Bodo,Halevi,1/10/65,5/30/96,1/1/99,Engineer
431887,Poorav,Ranst,1/5/65,6/1/96,1/1/99,Senior Engineer
227901,Francesca,Azuma,1/26/65,6/8/96,1/1/99,Senior Staff
50831,Marie,Khalid,1/6/65,6/11/96,1/1/99,Senior Engineer
418566,Kazuhide,Snedden,1/27/65,6/14/96,1/1/99,Senior Engineer
287808,Vidar,Ozeki,1/9/65,6/17/96,1/1/99,Technique Leader
453760,Ewing,Rajala,1/13/65,6/21/96,1/1/99,Staff
297431,Cathie,Ratnakar,1/12/65,6/23/96,1/1/99,Senior Staff
486068,Yefim,Bernardeschi,1/11/65,6/26/96,1/1/99,Senior Staff
84922,Parke,Unno,1/22/65,7/1/96,1/1/99,Engineer
282585,Zijian,Lammel,1/3/65,7/1/96,1/1/99,Staff
435060,Moie,Lieblein,1/16/65,7/12/96,1/1/99,Staff
455284,Luisa,Baig,1/9/65,7/12/96,1/1/99,Engineer
421022,Shigeaki,Butner,1/26/65,7/13/96,1/1/99,Senior Staff
452347,Shigeichiro,Brattka,1/7/65,7/13/96,1/1/99,Senior Staff
205627,Stabislas,Broder,1/21/65,7/16/96,1/1/99,Engineer
286029,Jaques,Nanard,1/28/65,7/16/96,1/1/99,Staff
485253,Gladys,Parhami,1/14/65,7/20/96,1/1/99,Senior Staff
236315,IEEE,Raczkowsky,1/31/65,7/24/96,1/1/99,Technique Leader
75703,Kyoichi,Erman,1/8/65,7/25/96,1/1/99,Senior Engineer
219417,Subhrajyoti,Denna,1/29/65,7/25/96,1/1/99,Staff
272141,Tsutomu,Neiman,1/13/65,7/31/96,1/1/99,Senior Staff
483401,Rosita,Pokrovskii,1/10/65,8/3/96,1/1/99,Senior Staff
240132,Mizuhito,Kobara,2/1/65,8/9/96,1/1/99,Senior Staff
292110,Menkae,Showalter,1/23/65,8/9/96,1/1/99,Engineer
472143,Yahiko,Sommen,1/25/65,8/14/96,1/1/99,Senior Staff
416892,Shooichi,Vandervoorde,1/3/65,8/16/96,1/1/99,Engineer
426228,Supot,Badache,1/17/65,8/17/96,1/1/99,Engineer
280525,Kish,Herbst,1/13/65,8/18/96,1/1/99,Staff
203720,Sasan,Thimonier,1/30/65,8/21/96,1/1/99,Senior Staff
484498,Herbert,Hammerschmidt,1/26/65,8/22/96,1/1/99,Engineer
437395,Sumant,Thambidurai,1/21/65,8/24/96,1/1/99,Staff
66643,Jianhao,Tomescu,1/18/65,8/26/96,1/1/99,Engineer
93220,Richara,Walston,1/11/65,8/27/96,1/1/99,Senior Engineer
221369,Abdulah,Pocchiola,1/28/65,8/28/96,1/1/99,Engineer
248256,Sajjan,Falby,1/5/65,8/29/96,1/1/99,Staff
248953,Percy,Sudbeck,1/29/65,8/29/96,1/1/99,Assistant Engineer
407522,Tommaso,Raczkowsky,1/25/65,8/29/96,1/1/99,Staff
411143,Goncalo,Barbanera,1/8/65,9/1/96,1/1/99,Senior Staff
260408,Sasan,Brookner,1/19/65,9/3/96,1/1/99,Senior Staff
84315,Kristina,Baumann,1/23/65,9/26/96,1/1/99,Assistant Engineer
91229,Yahiko,Hebden,1/1/65,10/3/96,1/1/99,Engineer
50311,Mooi,Stafford,1/24/65,10/6/96,1/1/99,Senior Engineer
52590,Jouni,Munoz,1/21/65,10/7/96,1/1/99,Senior Staff
400046,Hilari,Christ,1/12/65,10/7/96,1/1/99,Senior Staff
50293,Xinan,Rindone,1/26/65,10/8/96,1/1/99,Engineer
83941,Zsolt,Hagimont,1/11/65,10/8/96,1/1/99,Staff
440870,Filipp,Hasham,1/1/65,10/14/96,1/1/99,Staff
245164,Filipp,Winter,1/23/65,10/24/96,1/1/99,Senior Engineer
79310,Jeong,Cunliffe,1/24/65,10/27/96,1/1/99,Senior Staff
47139,Marco,Usdin,1/25/65,10/29/96,1/1/99,Engineer
208639,Larisa,Lukaszewicz,1/27/65,10/30/96,1/1/99,Staff
84840,Sverrir,Neimat,1/14/65,11/3/96,1/1/99,Staff
414714,Chinho,Delgrande,1/6/65,11/7/96,1/1/99,Senior Staff
31514,Harngdar,Schapire,1/13/65,11/9/96,1/1/99,Engineer
243576,Abdulah,Lodder,1/4/65,11/10/96,1/1/99,Senior Staff
242081,Tomokazu,Pargas,1/12/65,11/15/96,1/1/99,Engineer
214427,Peer,Molberg,1/29/65,11/17/96,1/1/99,Engineer
494493,Masasuke,Koprowski,1/10/65,11/20/96,1/1/99,Staff
292210,Masaru,Huhdanpaa,1/17/65,11/23/96,1/1/99,Engineer
432787,Toshiko,Ibel,1/16/65,11/23/96,1/1/99,Senior Engineer
31568,Mark,Lalonde,1/10/65,11/24/96,1/1/99,Staff
222878,Annemarie,Zallocco,1/10/65,12/1/96,1/1/99,Engineer
452325,Taiji,Berstel,1/14/65,12/2/96,1/1/99,Senior Engineer
52040,Phule,Heijenga,1/14/65,12/8/96,1/1/99,Senior Staff
295268,Eben,Calkin,1/28/65,12/19/96,1/1/99,Staff
479024,Ewing,Kalorkoti,1/3/65,12/21/96,1/1/99,Engineer
27699,Falguni,Pezzoli,1/15/65,12/23/96,1/1/99,Engineer
460707,Yoshinari,Lanteri,1/7/65,12/25/96,1/1/99,Engineer
238252,Uno,Suppi,1/9/65,12/27/96,1/1/99,Staff
259042,Xiaoqiang,Farrow,1/12/65,1/1/97,1/1/99,Staff
93278,Magdalena,Penn,2/1/65,1/4/97,1/1/99,Engineer
447966,Kamakshi,Hebert,1/5/65,1/17/97,1/1/99,Senior Engineer
299580,Luisa,Itzfeldt,1/21/65,1/23/97,1/1/99,Engineer
46328,Wuxu,Trogemann,1/5/65,1/27/97,1/1/99,Senior Staff
274369,Ranga,Waymire,1/29/65,1/27/97,1/1/99,Senior Staff
69878,Chinya,Cooke,1/24/65,1/29/97,1/1/99,Engineer
44265,Maria,Eppinger,1/24/65,1/30/97,1/1/99,Engineer
95181,Yishai,Cappelli,1/28/65,1/30/97,1/1/99,Staff
266881,Mokhtar,Sabnani,1/11/65,2/4/97,1/1/99,Senior Staff
44054,Alenka,Ritcey,1/18/65,2/9/97,1/1/99,Engineer
448994,Haldun,Syang,1/12/65,2/11/97,1/1/99,Staff
479601,Kayoko,Bahi,1/19/65,2/19/97,1/1/99,Staff
485817,Mahmut,Bolotov,1/29/65,2/21/97,1/1/99,Engineer
63294,Tetsushi,Tanemo,1/23/65,3/1/97,1/1/99,Senior Engineer
39000,Martijn,Vendrig,1/8/65,3/3/97,1/1/99,Senior Staff
424685,Changho,Veevers,1/10/65,3/3/97,1/1/99,Senior Staff
41357,Willard,Vernadat,1/6/65,3/4/97,1/1/99,Engineer
35798,Ulf,Oberman,1/29/65,3/15/97,1/1/99,Senior Engineer
213140,Tru,Danecki,1/10/65,3/31/97,1/1/99,Staff
239706,Arunas,Bugrara,1/15/65,4/3/97,1/1/99,Assistant Engineer
295411,Chiranjit,Serot,1/18/65,4/4/97,1/1/99,Staff
61377,Dannz,Ohori,1/1/65,4/13/97,1/1/99,Staff
87129,Keung,Neiman,1/16/65,4/13/97,1/1/99,Staff
252185,Chaosheng,Conta,1/1/65,4/14/97,1/1/99,Engineer
485577,Rafael,Menhoudj,1/30/65,4/27/97,1/1/99,Senior Engineer
60845,Bedir,Siegrist,1/14/65,5/13/97,1/1/99,Engineer
261986,Gila,Ramsak,1/21/65,5/13/97,1/1/99,Senior Engineer
426819,Sandeepan,Kulisch,1/13/65,5/16/97,1/1/99,Engineer
498337,Naraig,Docker,1/30/65,5/17/97,1/1/99,Staff
109552,Menkae,Etalle,1/31/65,5/21/97,1/1/99,Assistant Engineer
89806,Xiadong,Shinomoto,1/27/65,5/24/97,1/1/99,Senior Engineer
247612,Chiranjit,Constantine,1/4/65,5/25/97,1/1/99,Engineer
203495,Zongyan,Gips,1/2/65,5/31/97,1/1/99,Technique Leader
249325,Ute,Pokrovskii,1/26/65,6/9/97,1/1/99,Staff
56829,Nagui,Gruenwald,1/9/65,6/14/97,1/1/99,Engineer
297905,Marc,Bahl,1/12/65,6/18/97,1/1/99,Assistant Engineer
431882,Hideo,Varman,1/21/65,6/19/97,1/1/99,Engineer
210449,Gino,Lagarias,1/19/65,6/22/97,1/1/99,Engineer
299718,Denny,Shobatake,1/15/65,6/22/97,1/1/99,Senior Staff
458191,George,Atchley,1/28/65,7/2/97,1/1/99,Staff
43154,Maha,Waterhouse,1/13/65,7/4/97,1/1/99,Senior Staff
439377,Mari,Plessier,1/28/65,7/4/97,1/1/99,Senior Engineer
214866,Gopalakrishnan,Angel,2/1/65,7/5/97,1/1/99,Engineer
404573,Eberhardt,Spelt,1/31/65,7/5/97,1/1/99,Staff
85216,Ferdinand,Rosiles,1/18/65,7/8/97,1/1/99,Senior Staff
492639,Sanjoy,Porenta,1/30/65,7/10/97,1/1/99,Engineer
95406,Alair,Lyonns,1/8/65,7/12/97,1/1/99,Engineer
66382,Domenico,Candan,1/4/65,7/13/97,1/1/99,Engineer
493744,Leni,Kropatsch,1/14/65,7/17/97,1/1/99,Senior Engineer
202291,Ortrun,Schmiedel,1/16/65,7/18/97,1/1/99,Engineer
432523,Takahiro,Maquelin,1/21/65,7/21/97,1/1/99,Engineer
46000,Zhaofang,Penn,1/26/65,7/24/97,1/1/99,Staff
460131,Adly,Hambrick,1/16/65,7/25/97,1/1/99,Staff
489928,Satoru,Janetzko,1/28/65,7/26/97,1/1/99,Assistant Engineer
63706,Sedat,Itzigehl,1/26/65,7/31/97,1/1/99,Engineer
247456,Masako,Bahk,1/16/65,7/31/97,1/1/99,Engineer
442700,Siddarth,Masada,1/6/65,8/11/97,1/1/99,Staff
85702,Udi,Merks,1/4/65,8/15/97,1/1/99,Engineer
220418,Poorav,Laventhal,1/23/65,8/16/97,1/1/99,Staff
273806,Hongzhu,Beetstra,1/1/65,8/18/97,1/1/99,Senior Staff
414091,Wuxu,Kuhnemann,1/17/65,8/19/97,1/1/99,Engineer
78469,Leucio,Cappelli,1/28/65,8/22/97,1/1/99,Staff
291352,Danai,Trelles,1/7/65,8/26/97,1/1/99,Technique Leader
255779,Heejo,Merle,1/31/65,9/4/97,1/1/99,Technique Leader
474763,Mayuko,Clouatre,1/7/65,9/4/97,1/1/99,Engineer
457832,Jackson,Zielinski,2/1/65,9/12/97,1/1/99,Senior Engineer
84029,Babette,Eugenio,1/27/65,9/21/97,1/1/99,Staff
230287,Renny,Alameldin,1/14/65,9/28/97,1/1/99,Assistant Engineer
50453,Aron,Harbusch,1/12/65,10/2/97,1/1/99,Staff
420759,Raimond,Solovay,1/4/65,10/3/97,1/1/99,Staff
90211,Bader,Denis,1/15/65,10/6/97,1/1/99,Engineer
260361,Reinhold,Rahier,1/25/65,10/9/97,1/1/99,Engineer
30938,Yakkov,Samarati,1/6/65,10/10/97,1/1/99,Senior Staff
448769,Mong,Dichev,1/18/65,10/11/97,1/1/99,Technique Leader
427805,Haldun,Compeau,1/21/65,10/15/97,1/1/99,Senior Staff
40301,Spyrose,Felder,1/20/65,10/20/97,1/1/99,Senior Engineer
282191,Alper,Shinomoto,1/16/65,10/20/97,1/1/99,Engineer
467918,Tsuneo,Skrikant,1/3/65,10/21/97,1/1/99,Staff
457938,Arch,Picco,1/14/65,10/22/97,1/1/99,Senior Staff
471552,Basem,Lortz,1/22/65,10/25/97,1/1/99,Staff
209101,Xinyu,Edelhoff,1/5/65,10/26/97,1/1/99,Senior Engineer
424569,Danco,Luff,1/14/65,10/30/97,1/1/99,Engineer
36733,Uma,Reinhard,1/4/65,11/1/97,1/1/99,Staff
268043,Narain,Mikschl,1/28/65,11/2/97,1/1/99,Engineer
478439,Yuichiro,Bale,1/15/65,11/4/97,1/1/99,Technique Leader
96571,Kokou,Garrabrants,1/13/65,11/5/97,1/1/99,Senior Engineer
251403,Utpal,DuBourdieux,1/1/65,11/19/97,1/1/99,Technique Leader
256216,Halsur,Brodal,1/1/65,11/22/97,1/1/99,Engineer
485799,Yoshimitsu,Litvinov,1/27/65,11/22/97,1/1/99,Senior Staff
81644,Divine,Ghandeharizadeh,1/5/65,11/28/97,1/1/99,Staff
246764,Shuzo,Czaja,1/4/65,11/29/97,1/1/99,Staff
279115,Maren,DuCasse,1/5/65,11/29/97,1/1/99,Engineer
271106,Taisook,Kampfer,1/10/65,11/30/97,1/1/99,Engineer
430593,Janalee,Lanzelotte,1/19/65,12/1/97,1/1/99,Senior Staff
207021,Jacqueline,Akaboshi,1/20/65,12/6/97,1/1/99,Engineer
426824,Gopalakrishnan,Mawatari,1/25/65,12/7/97,1/1/99,Senior Staff
262752,Pramod,Bierman,1/4/65,12/12/97,1/1/99,Engineer
71710,Hitomi,Takanami,1/31/65,12/15/97,1/1/99,Assistant Engineer
216502,Xiaocheng,Suermann,1/26/65,12/15/97,1/1/99,Engineer
483838,Sham,Kavanagh,1/3/65,12/18/97,1/1/99,Assistant Engineer
488095,Francoise,Hegner,1/24/65,12/23/97,1/1/99,Senior Staff
262328,Mayuko,Vural,1/3/65,12/24/97,1/1/99,Staff
222926,Limsoon,Erol,1/10/65,12/31/97,1/1/99,Senior Engineer
454378,Gina,Ossenbruggen,1/6/65,1/3/98,1/1/99,Technique Leader
91256,Gunilla,Milicic,1/13/65,1/9/98,1/1/99,Staff
473940,Avishai,Majewski,1/16/65,1/10/98,1/1/99,Engineer
222616,Badri,Schapire,2/1/65,1/19/98,1/1/99,Assistant Engineer
209443,Krassimir,Garnier,1/19/65,1/26/98,1/1/99,Senior Staff
103342,Beshir,Hellwagner,1/3/65,2/3/98,1/1/99,Engineer
270716,Shunichi,Baer,1/19/65,2/4/98,1/1/99,Staff
253707,Insup,Hainaut,1/5/65,2/11/98,1/1/99,Staff
228098,IEEE,Kroll,1/18/65,2/17/98,1/1/99,Engineer
220528,Sibyl,Rabehasaina,1/6/65,2/23/98,1/1/99,Senior Staff
261631,Jianhua,Huttel,1/8/65,2/23/98,1/1/99,Engineer
27686,Manu,Rosiles,1/28/65,3/3/98,1/1/99,Senior Staff
223593,Hidefumi,Moehrke,1/20/65,3/4/98,1/1/99,Staff
469527,Halsur,Ibel,1/24/65,3/5/98,1/1/99,Staff
273396,Wayne,Baba,1/10/65,3/7/98,1/1/99,Engineer
297474,Irena,Terkki,1/13/65,3/11/98,1/1/99,Staff
459685,Hirochika,Goldhammer,2/1/65,3/12/98,1/1/99,Engineer
276868,Alois,Sanella,1/19/65,3/13/98,1/1/99,Staff
219967,Susanna,Reeken,1/16/65,3/16/98,1/1/99,Senior Staff
404788,Basem,Beausoleil,1/16/65,3/16/98,1/1/99,Engineer
85445,Yongdong,Pollock,1/9/65,3/17/98,1/1/99,Staff
46834,Tooru,Daescu,1/22/65,3/20/98,1/1/99,Senior Staff
285906,Arnould,Buescher,1/2/65,3/26/98,1/1/99,Engineer
66530,Dung,Leaver,1/29/65,4/4/98,1/1/99,Staff
82511,Uwe,Koblick,1/27/65,4/4/98,1/1/99,Engineer
38947,Shuichi,Ruemmler,1/25/65,4/8/98,1/1/99,Senior Staff
488619,Georgy,Bennis,1/25/65,4/11/98,1/1/99,Engineer
246902,Shih,Shanbhogue,1/27/65,4/19/98,1/1/99,Staff
29130,Xumin,Thorensen,1/6/65,4/26/98,1/1/99,Staff
29380,Satoru,Vidal,1/30/65,5/2/98,1/1/99,Assistant Engineer
84508,Tommaso,Vidya,1/17/65,5/2/98,1/1/99,Engineer
204470,Hein,Lichtner,1/22/65,5/2/98,1/1/99,Senior Staff
419099,Heon,Broomell,1/15/65,5/6/98,1/1/99,Staff
243898,Arch,Basawa,1/9/65,5/10/98,1/1/99,Staff
260249,Vugranam,Beausoleil,1/22/65,5/14/98,1/1/99,Staff
210786,Werner,Ranze,1/31/65,6/5/98,1/1/99,Staff
84451,Shiv,Aumann,1/20/65,6/14/98,1/1/99,Senior Engineer
78363,Susumu,Fritzsche,1/3/65,6/23/98,1/1/99,Engineer
224135,Annemarie,Bressoud,1/2/65,6/23/98,1/1/99,Engineer
67548,Fumitaka,Roohalamini,1/11/65,6/27/98,1/1/99,Staff
444643,Berna,Schonegge,1/18/65,6/28/98,1/1/99,Staff
29418,Valery,Mersereau,1/22/65,7/1/98,1/1/99,Assistant Engineer
89664,Pranjal,Rossi,1/20/65,7/7/98,1/1/99,Staff
291612,Siamak,Gomatam,1/30/65,7/8/98,1/1/99,Engineer
477350,Terresa,Vigier,1/1/65,7/8/98,1/1/99,Staff
201739,Genta,Terekhov,1/16/65,7/21/98,1/1/99,Assistant Engineer
39952,Otmar,Sudbeck,1/2/65,7/22/98,1/1/99,Staff
490568,Zita,Reistad,1/1/65,7/23/98,1/1/99,Senior Engineer
454338,Mohammed,Georg,1/24/65,8/3/98,1/1/99,Engineer
49477,Baocai,Leaver,1/14/65,8/5/98,1/1/99,Senior Staff
205018,Yahiko,Awdeh,1/26/65,8/5/98,1/1/99,Engineer
10122,Ohad,Esposito,1/19/65,8/6/98,1/1/99,Technique Leader
217800,Shay,Servieres,2/1/65,8/6/98,1/1/99,Senior Staff
287334,Elliott,Speer,1/5/65,8/8/98,1/1/99,Engineer
497007,Oldrich,Adachi,1/23/65,8/9/98,1/1/99,Engineer
481397,Luisa,Chelton,1/31/65,8/13/98,1/1/99,Assistant Engineer
18583,Stafford,Honglei,1/3/65,8/16/98,1/1/99,Staff
56847,Menkae,Chinin,1/14/65,8/27/98,1/1/99,Senior Engineer
286779,Sigeru,Versino,1/24/65,8/31/98,1/1/99,Engineer
415187,Juyoung,Peltason,1/3/65,9/1/98,1/1/99,Assistant Engineer
428160,Jamaludin,Kalorkoti,1/12/65,9/6/98,1/1/99,Senior Staff
28988,Tua,Giveon,1/18/65,9/9/98,1/1/99,Technique Leader
471532,Feiyu,Decleir,1/17/65,9/13/98,1/1/99,Technique Leader
251814,Mitsuyuki,Zockler,1/1/65,9/14/98,1/1/99,Technique Leader
499260,Danae,Honglei,1/11/65,9/14/98,1/1/99,Engineer
227899,Garnik,Luce,1/23/65,9/15/98,1/1/99,Staff
457611,Indrajit,Krogh,1/9/65,9/18/98,1/1/99,Engineer
72194,Feiyu,Siepmann,1/26/65,10/1/98,1/1/99,Senior Engineer
296062,Shaz,Driscoll,1/29/65,10/3/98,1/1/99,Staff
244605,Masoud,Suwa,1/22/65,10/10/98,1/1/99,Senior Staff
436915,Feixiong,Haraldson,1/13/65,10/11/98,1/1/99,Staff
220799,Perla,Orlowska,1/17/65,10/13/98,1/1/99,Senior Engineer
465853,Kwan,Kampfer,1/1/65,10/16/98,1/1/99,Staff
404018,Valery,Babb,1/11/65,10/19/98,1/1/99,Senior Engineer
444465,Prasadram,Bultermann,1/13/65,10/25/98,1/1/99,Senior Engineer
246364,Alper,Tiemann,1/6/65,10/29/98,1/1/99,Engineer
475538,Christophe,Leaver,1/15/65,10/31/98,1/1/99,Staff
490551,Lalit,Lindqvist,1/1/65,11/7/98,1/1/99,Engineer
240285,Kolar,Greenaway,1/23/65,11/14/98,1/1/99,Staff
245664,Manohar,Kilgore,1/18/65,11/17/98,1/1/99,Staff
58990,Palash,Trelles,1/4/65,11/18/98,1/1/99,Engineer
288665,Horward,Khasidashvili,1/31/65,11/19/98,1/1/99,Senior Engineer
52956,Khalil,Picci,1/31/65,11/24/98,1/1/99,Senior Engineer
280291,Lenore,Badache,1/26/65,11/24/98,1/1/99,Staff
91333,Lobel,Stafford,1/27/65,11/29/98,1/1/99,Staff
443108,Christfried,Atrawala,1/14/65,11/29/98,1/1/99,Senior Staff
227681,Mikhail,Rousseau,1/30/65,11/30/98,1/1/99,Staff
85288,Younwoo,Luders,1/6/65,12/8/98,1/1/99,Engineer
205174,Leszek,Spinelli,1/5/65,12/10/98,1/1/99,Staff
26629,Nevin,Rodham,1/28/65,12/14/98,1/1/99,Senior Staff
17447,Zengping,Boreale,1/11/65,12/16/98,1/1/99,Staff
99590,Dhritiman,Anily,1/24/65,12/16/98,1/1/99,Staff
82919,Shigeu,Claffy,1/5/65,12/19/98,1/1/99,Engineer
294652,Hironobu,Brodie,1/27/65,12/21/98,1/1/99,Senior Engineer
432257,Kwangjo,Hiltgen,1/20/65,12/22/98,1/1/99,Engineer
459356,Pramod,Wendorf,1/21/65,12/25/98,1/1/99,Engineer
243018,Bowen,Deverell,1/2/65,12/27/98,1/1/99,Senior Staff
486808,Geoffrey,Siochi,1/5/65,12/27/98,1/1/99,Senior Engineer
298953,Zita,Syang,2/1/65,12/29/98,1/1/99,Staff
12643,Morrie,Schurmann,1/30/65,12/31/98,1/1/99,Staff
481790,Haldun,Erie,1/22/65,1/1/99,1/1/99,Senior Engineer
457146,Jinpo,Heyers,1/20/65,1/7/99,1/1/99,Staff
452137,Subir,Miake,1/15/65,1/9/99,1/1/99,Engineer
92577,Zhanqiu,Farrow,1/6/65,1/10/99,1/1/99,Assistant Engineer
63566,Heekeun,Slaats,1/31/65,1/12/99,1/1/99,Senior Staff
235793,Jayesh,Spinelli,1/3/65,1/16/99,1/1/99,Senior Engineer
87353,Quingbo,Coombs,1/7/65,1/17/99,1/1/99,Senior Engineer
20313,Candida,Benveniste,1/24/65,1/20/99,1/1/99,Engineer
463023,Itzchak,Penn,1/6/65,1/21/99,1/1/99,Staff
469104,Nadjib,Comellas,1/21/65,1/22/99,1/1/99,Engineer
59640,Zita,Hiltgen,1/18/65,1/26/99,1/1/99,Staff
417435,Bouchung,Zaumen,1/3/65,1/29/99,1/1/99,Senior Staff
69936,Lalit,Unni,1/23/65,1/31/99,1/1/99,Assistant Engineer
88103,Goo,Bresenham,1/9/65,1/31/99,1/1/99,Senior Staff
286452,Behnaam,Bierbaum,1/26/65,1/31/99,1/1/99,Engineer
290769,Lalit,Blokdijk,1/26/65,2/1/99,1/1/99,Senior Engineer
10663,Teunis,Noriega,1/9/65,2/12/99,1/1/99,Technique Leader
264939,Bogdan,Bahi,1/10/65,2/13/99,1/1/99,Engineer
425830,Guther,Conia,1/30/65,2/13/99,1/1/99,Engineer
60238,Erzsebet,Claffy,1/23/65,2/19/99,1/1/99,Staff
253838,Stafford,Terlouw,1/28/65,2/21/99,1/1/99,Assistant Engineer
53314,Eberhardt,Carrera,1/6/65,2/23/99,1/1/99,Staff
27378,Piyawadee,Leppanen,1/28/65,2/25/99,1/1/99,Senior Staff
243077,Kazunori,Perz,2/1/65,2/25/99,1/1/99,Senior Engineer
429954,Renny,Gladwell,1/26/65,2/27/99,1/1/99,Staff
35642,Ashish,Talmon,1/30/65,2/28/99,1/1/99,Engineer
409391,Willard,Verspoor,1/6/65,2/28/99,1/1/99,Engineer
414814,Dayanand,Wielonsky,1/28/65,2/28/99,1/1/99,Staff
61147,Leszek,Werthner,1/30/65,3/3/99,1/1/99,Staff
409805,Frazer,Candan,1/15/65,3/5/99,1/1/99,Senior Engineer
49177,Tze,Bach,1/3/65,3/9/99,1/1/99,Engineer
425437,Moni,Staudhammer,1/3/65,3/23/99,1/1/99,Engineer
63441,Hinrich,Scallan,1/15/65,4/4/99,1/1/99,Staff
426153,Shahaf,Luce,1/16/65,4/6/99,1/1/99,Senior Staff
66757,Yonghong,Baig,1/16/65,4/10/99,1/1/99,Staff
30154,Mayuko,Skafidas,1/26/65,4/19/99,1/1/99,Technique Leader
458383,Mabhin,Foote,1/6/65,4/23/99,1/1/99,Engineer
263012,Hideo,Buchter,1/9/65,5/1/99,1/1/99,Staff
448900,Mart,Talmor,1/16/65,5/11/99,1/1/99,Staff
30484,Sailaja,Chvatal,1/11/65,5/18/99,1/1/99,Staff
497391,Paris,Lieblein,1/30/65,5/19/99,1/1/99,Engineer
297232,Lokesh,Saoudi,1/16/65,5/25/99,1/1/99,Senior Staff
43848,Phillip,Oxenboll,1/11/65,5/26/99,1/1/99,Engineer
263370,Shakhar,Ranze,1/3/65,5/29/99,1/1/99,Staff
230865,Takushi,Brattka,1/2/65,6/3/99,1/1/99,Staff
498185,Caolyn,Marciano,1/19/65,6/6/99,1/1/99,Senior Engineer
441954,Leszek,Marchegay,1/3/65,6/13/99,1/1/99,Engineer
282547,Nahum,Codenie,1/18/65,6/14/99,1/1/99,Engineer
99057,Shugo,Reeken,1/30/65,6/21/99,1/1/99,Staff
479695,Masamitsu,Murrill,1/6/65,6/23/99,1/1/99,Senior Staff
98306,Ziya,Kadhim,1/16/65,6/24/99,1/1/99,Senior Engineer
442898,Aksel,Gire,1/7/65,6/27/99,1/1/99,Engineer
58454,Ziya,Zambonelli,1/25/65,6/29/99,1/1/99,Engineer
202403,Gully,Perko,1/9/65,7/7/99,1/1/99,Engineer
215746,Sven,Speer,1/8/65,7/8/99,1/1/99,Staff
427823,Jaques,Gecsei,1/18/65,7/13/99,1/1/99,Staff
272316,Surveyors,Muhling,1/5/65,7/19/99,1/1/99,Engineer
471397,Nigel,Zirintsis,2/1/65,7/23/99,1/1/99,Engineer
105342,Kwun,Reeker,1/1/65,7/29/99,1/1/99,Technique Leader
85414,Chiradeep,Callaway,1/14/65,7/30/99,1/1/99,Staff
107737,Fabrizio,Chleq,1/23/65,7/31/99,1/1/99,Senior Engineer
83280,Francesca,Ellozy,1/7/65,8/8/99,1/1/99,Senior Engineer
241728,Limsoon,Boudaillier,1/30/65,8/8/99,1/1/99,Senior Engineer
205789,Limsoon,Skafidas,1/31/65,8/10/99,1/1/99,Senior Staff
102620,Adin,Templeman,1/3/65,8/12/99,1/1/99,Engineer
20128,Kazunori,Peak,1/23/65,8/13/99,1/1/99,Senior Staff
294446,Claudi,Ruemmler,1/27/65,8/13/99,1/1/99,Staff
429899,Ranan,Marsiglia,1/30/65,8/13/99,1/1/99,Staff
109703,Arco,Walston,1/17/65,8/16/99,1/1/99,Engineer
499194,Padma,Delgrange,1/29/65,8/27/99,1/1/99,Senior Staff
499495,Baoqiu,Kakkar,1/14/65,8/30/99,1/1/99,Engineer
89346,Mansur,Comyn,1/13/65,8/31/99,1/1/99,Engineer
94331,Ramzi,Cronau,1/26/65,9/3/99,1/1/99,Technique Leader
225867,Ramalingam,Remmele,1/26/65,9/3/99,1/1/99,Senior Engineer
223595,Chiranjit,Dredge,2/1/65,9/5/99,1/1/99,Technique Leader
49464,Siddarth,Cappelletti,1/14/65,9/10/99,1/1/99,Staff
72190,Sajjad,Waeselynck,1/19/65,9/13/99,1/1/99,Engineer
291669,Faiza,Bach,1/4/65,9/13/99,1/1/99,Engineer
287323,Steve,Dengi,2/1/65,9/15/99,1/1/99,Staff
254399,Armond,Lores,1/24/65,9/16/99,1/1/99,Technique Leader
438557,Lidong,Swist,1/30/65,9/16/99,1/1/99,Engineer
421312,Mariangiola,Bashian,1/13/65,9/18/99,1/1/99,Engineer
14476,Sastry,Marrevee,1/19/65,9/25/99,1/1/99,Engineer
440325,Douadi,Sullins,1/10/65,9/25/99,1/1/99,Senior Staff
48690,Hitomi,Schaap,1/12/65,9/27/99,1/1/99,Staff
229727,Ewing,Millington,1/23/65,9/28/99,1/1/99,Engineer
64828,Krister,Pappas,1/27/65,9/30/99,1/1/99,Staff
406847,Alexius,Crouzet,1/24/65,10/5/99,1/1/99,Staff
206748,Yucai,Fabrizio,1/7/65,10/6/99,1/1/99,Staff
497835,Shuho,Laurillard,1/29/65,10/6/99,1/1/99,Technique Leader
294791,Vesna,Lammel,1/28/65,10/8/99,1/1/99,Assistant Engineer
433157,Tomofumi,Serna,1/16/65,10/23/99,1/1/99,Staff
30695,Gudjon,Majewski,1/8/65,10/26/99,1/1/99,Senior Engineer
